user address,superior address,,,
0x9ebba8b4c74d81cdd2cb06a4e45a17fcf75ebfa4,0x1dd7edb3399286b9ed6c649ad16a1582c5f0179d,普通定级,否,正常
0x4b6f18c49cd43ed7d2776aa62d22abe1a9a31ddd,0x1dd7edb3399286b9ed6c649ad16a1582c5f0179d,普通定级,否,正常
0x1dd7edb3399286b9ed6c649ad16a1582c5f0179d,0x80298c0208c9c70ff0552735c568967a28171cb8,普通定级,否,正常
0x80298c0208c9c70ff0552735c568967a28171cb8,0x82a9af357bcd2b835698c3ba22693900ab7d4440,普通定级,否,正常
0xc7859d1121713a914c98aeab19f23a504f5ef5dd,0x82a9af357bcd2b835698c3ba22693900ab7d4440,普通定级,否,正常
0xcc15d821f907e73e4c5390238821f0e41b4550c2,0x82a9af357bcd2b835698c3ba22693900ab7d4440,普通定级,否,正常
0x82a9af357bcd2b835698c3ba22693900ab7d4440,0xd688f3b26d15b700bedc3387a17b038d96bccf09,普通定级,否,正常
0xaef7a1736f9128146cdfbf4029a95cb39f0ad504,0x7b7cbea2a396fce8f30dfd8c0f7c8d26152ca7a2,普通定级,否,正常
0xf47a87f524f5745d9cde848b8f24c61d611cd889,0xde9528a4885b34b652e06639a858d14cdc2bfba2,普通定级,是,正常
0x0f80720e5864cd355bb3c73018bf0240e38780ac,0x4338585fcd895d07109101d4440fb5b8c05e18a8,普通定级,是,正常
0xc96fb31eccbe959958ec6d634b8eaf7bfd4a95e3,0xf491a86146b6ee911ad9f01667b050aea690b37a,普通定级,是,正常
0xaea33a08d3fe8de37888432fe45cb6948266e680,0xc098a23ad47d6a5fde17a1b577ffc66369696a20,普通定级,否,正常
0x672a4ddfb6a034069bfbf48b30097444013cf62d,0x2a43f539736e6efba71f0ef7cd22759d3b644030,普通定级,否,正常
0x516b8a56a49848bf49d919d198b8c324d3c9fb01,0x76ef90fc60089749f6cd9462107bebba6d723c64,普通定级,否,正常
0x7e49ae625ac336447883809d24b687e145107320,0x37e6e568b93483849b5a6a20f9af7d5c08cc41f5,普通定级,否,正常
0x8e10526b645bb78c651ebee4d8b4582a5f77989b,0x0627367e6ac9ee15d5e70806b870943515055d8c,普通定级,否,正常
0x53f1c6f525b96b8187dc2bdfd8003c2b6dfb6bb1,0x5122366c41ce22c2a60bfa94cd59fe2c6c2e0392,普通定级,否,正常
0x7b7b6296c4a3e85473b2a10a8b5baeb26312b9a7,0x2a43f539736e6efba71f0ef7cd22759d3b644030,普通定级,否,正常
0x0bfd4fef590227314f567e5919175fb511e43e39,0x2a43f539736e6efba71f0ef7cd22759d3b644030,普通定级,否,正常
0xf5fe2ddb2d0a5f690fe2702475d8684a64d71fad,0x2a43f539736e6efba71f0ef7cd22759d3b644030,普通定级,否,正常
0x2a43f539736e6efba71f0ef7cd22759d3b644030,0xfa811baa85e94cf6bb585a6424d5c7b4ae3d239f,普通定级,否,正常
0xfa811baa85e94cf6bb585a6424d5c7b4ae3d239f,0x36ca568ca2a190dcced51dbd3d94a1c2a940e0d4,普通定级,否,正常
0x36ca568ca2a190dcced51dbd3d94a1c2a940e0d4,0x50b335d65fc486edb658ac04fcb1ea3a8513e619,普通定级,否,正常
0xe6d8d43512516df2f1a01ef5a802c020ed21b5f5,0xb493527cff8354d661c2f947fb89da963217d8c6,普通定级,否,正常
0xe44598e147b5d01adce2267fc620c8b43b7883f2,0xb493527cff8354d661c2f947fb89da963217d8c6,普通定级,否,正常
0x302ff57def3b5127c439d6c5adf9b7175cb98f6d,0x37e6e568b93483849b5a6a20f9af7d5c08cc41f5,普通定级,否,正常
0x50b335d65fc486edb658ac04fcb1ea3a8513e619,0x1b1cbcd4b7291ad73f3e4579c45da52100309b6b,普通定级,否,正常
0x1b1cbcd4b7291ad73f3e4579c45da52100309b6b,0xa72f2a8797e5e65e920b4d210615a99a0ba79e9a,普通定级,否,正常
0xa72f2a8797e5e65e920b4d210615a99a0ba79e9a,0xb698e61a0c1f515c9f886d69333779c1b2caac5b,普通定级,否,正常
0xb698e61a0c1f515c9f886d69333779c1b2caac5b,0xa5bd01b562792f3074dfc0b531dcf04fed0bea3e,普通定级,否,正常
0xa5bd01b562792f3074dfc0b531dcf04fed0bea3e,0x2a61825a6c5408d039b60791e491f5707da714f0,普通定级,否,正常
0x1965d0a8335d41584b52a64be6fea50ff197cd55,0x5122366c41ce22c2a60bfa94cd59fe2c6c2e0392,普通定级,否,正常
0x5122366c41ce22c2a60bfa94cd59fe2c6c2e0392,0xb493527cff8354d661c2f947fb89da963217d8c6,普通定级,否,正常
0x0627367e6ac9ee15d5e70806b870943515055d8c,0xb493527cff8354d661c2f947fb89da963217d8c6,普通定级,否,正常
0xff8fab957f9838f88ab98a4b488348a306d37b87,0xb493527cff8354d661c2f947fb89da963217d8c6,普通定级,否,正常
0xb493527cff8354d661c2f947fb89da963217d8c6,0x2513b63c9f85e83d591e355c072a36f6a9392d15,普通定级,否,正常
0x7f01b3ec4cf61bb1f2787607da7b6483e405fcb2,0xb5d72810da189eec5485232d8e499441fe2d8310,普通定级,否,正常
0x72731fb61248032b791664b80bd52df085e3f337,0x2513b63c9f85e83d591e355c072a36f6a9392d15,普通定级,否,正常
0x8917f6d83b7a391dd51dd89b095e96ef618f083e,0xb5d72810da189eec5485232d8e499441fe2d8310,普通定级,否,正常
0xb5d72810da189eec5485232d8e499441fe2d8310,0x2513b63c9f85e83d591e355c072a36f6a9392d15,普通定级,否,正常
0x87a2fd4c9bb54fd547b57e1b4daefdaea950a882,0x3f09c868a0574dcaf94fce3ac28ee765ed1d37ad,普通定级,否,正常
0x2513b63c9f85e83d591e355c072a36f6a9392d15,0x8f83bfebfd3a54ba7601fc987ad6844be5f8fc4c,普通定级,否,正常
0x8f83bfebfd3a54ba7601fc987ad6844be5f8fc4c,0x060e7f38f6f18a24cb35abd8c09e6cdcc98e5150,普通定级,否,正常
0x37e6e568b93483849b5a6a20f9af7d5c08cc41f5,0x21eb3e25adaeb74c2b39995ad9d8bd54228f5e8a,普通定级,否,正常
0x21eb3e25adaeb74c2b39995ad9d8bd54228f5e8a,0x299c366dfcfdee2ae8dc0e53fbac019c4c97f173,普通定级,否,正常
0x299c366dfcfdee2ae8dc0e53fbac019c4c97f173,0x0644e2813dba8e8e2467b0a61d0b75c2fd35a405,普通定级,否,正常
0x0644e2813dba8e8e2467b0a61d0b75c2fd35a405,0xc4866542a3119c7a2abc65240830ac5b57f20a3f,普通定级,否,正常
0xc4866542a3119c7a2abc65240830ac5b57f20a3f,0x405b39a075996d2c0e6f2b367c0afd5be19bb44d,普通定级,否,正常
0x405b39a075996d2c0e6f2b367c0afd5be19bb44d,0x009437a3d3c29be0d0b53424a24d3d00345d04aa,普通定级,否,正常
0x009437a3d3c29be0d0b53424a24d3d00345d04aa,0x9ba99004c93b77e328702f34653334141e040f18,普通定级,否,正常
0x0fda0f6d9cef6952c199ec486e2a3c12b2311169,0x05dbb0bc3c82c45b0553688e2af380101af795e3,普通定级,否,正常
0x9ba99004c93b77e328702f34653334141e040f18,0x05dbb0bc3c82c45b0553688e2af380101af795e3,普通定级,否,正常
0x05dbb0bc3c82c45b0553688e2af380101af795e3,0xf8fcb38470697f2ecabb44d729ee86c77884407d,普通定级,否,正常
0xf8fcb38470697f2ecabb44d729ee86c77884407d,0x6df43742eb3d795aff093e20893a71a6f2bbfd21,普通定级,否,正常
0xb6270120485bdf327ece3509f6717724be29bfdd,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0xddbbcd4eb521b1fa6a2461b221a0df3e166fd28f,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0xe4f894e9e1ca1a89ae4fa6587a871ccfd20d18bc,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0x5d17e511a332ff78cb80a6ef1cde56784384ed0d,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0xc4ceee8e13a5c4cba5125112b75d18a561eb8864,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0x28acfd43c5bed5a0c4f5a057aa1ad32c50cc05ac,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0x8dbbdb2080da4d646a36421b068416aebd35b8d3,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0xa47fa5483399d46c8c8f381ade1a4ba2bbb360ef,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0x8ab9a367dee2c0bed917f30ab8a87262f74564c0,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0x2f4dfd53b7edb75a458e00f664270ba713416f39,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0x0adf2c3c8a3bb845870b22d7d2826b2d9c3b93bc,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0x0cdf55f437986e02449e0482285d6a9ab863e9f9,0xfc0a08b53c4c92723f73b98020a663105b668fa6,普通定级,否,正常
0x2887ab4ef629cd36def40f82338ca7f885818dbc,0x732a66ea4577e9a8f476cc551b70d27e99935c28,普通定级,是,正常
0xe337c6a87a7581d8c3ae5a890ae5b4308ff01ed1,0x25023a6fb5d8d3a314c214d2681dfb615b57c0ab,普通定级,否,正常
0x25023a6fb5d8d3a314c214d2681dfb615b57c0ab,0x8d76dca25e1369e6ae3d785a3421c18be121ec03,普通定级,否,正常
0x8d76dca25e1369e6ae3d785a3421c18be121ec03,0x9b10f51330478867f55ce6dd7e6c0904233620ac,普通定级,否,正常
0x8a5b7b8eef08768f7734bdb94032c57f9ad9b553,0x5203aa5bc0cedcf5ac7013d94105310b85eea1dc,普通定级,否,正常
0x5203aa5bc0cedcf5ac7013d94105310b85eea1dc,0x20e6c946aade6ba731561fbe5ab18d44cb7eaf2d,普通定级,否,正常
0xb6f40571c9b2279daa604022e5bb504f274119b7,0x9e8268c2ed8f4a4de95c5c363d97628455a85533,普通定级,否,正常
0x9e8268c2ed8f4a4de95c5c363d97628455a85533,0x20e6c946aade6ba731561fbe5ab18d44cb7eaf2d,普通定级,否,正常
0x20e6c946aade6ba731561fbe5ab18d44cb7eaf2d,0x2a61825a6c5408d039b60791e491f5707da714f0,普通定级,否,正常
0x2a61825a6c5408d039b60791e491f5707da714f0,0xc8923a357965101547ba3e11a962b81b79a9a415,普通定级,否,正常
0xc8923a357965101547ba3e11a962b81b79a9a415,0x71dcf8741a7cce818d535e63876519b73484f808,普通定级,否,正常
0x71dcf8741a7cce818d535e63876519b73484f808,0x1da2fc749a77f7abf40013ffbbee62100a148c3b,普通定级,否,正常
0x1da2fc749a77f7abf40013ffbbee62100a148c3b,0xde9528a4885b34b652e06639a858d14cdc2bfba2,普通定级,否,正常
0xde9528a4885b34b652e06639a858d14cdc2bfba2,0x9db60adae4694f0c1d25234bb6f5ae50abb06707,普通定级,否,正常
0x6df43742eb3d795aff093e20893a71a6f2bbfd21,0xd2b61e57c11f5594d3e02b303db2bc03fd75dea5,普通定级,否,正常
0xd2b61e57c11f5594d3e02b303db2bc03fd75dea5,0x2a5c19d6fb25492f58708cc4ab2c2a0b17aaa1c5,普通定级,否,正常
0x2a5c19d6fb25492f58708cc4ab2c2a0b17aaa1c5,0x732a66ea4577e9a8f476cc551b70d27e99935c28,普通定级,否,正常
0x732a66ea4577e9a8f476cc551b70d27e99935c28,0x52877eb5ba844c01554b63bf38959f822c4024ff,普通定级,否,正常
0x52877eb5ba844c01554b63bf38959f822c4024ff,0x0abd9ad1a5787e2d0eef2ce0762efb778fa18a93,普通定级,否,正常
0x0abd9ad1a5787e2d0eef2ce0762efb778fa18a93,0x0198ba9c936648815161b581363d6fc43e321de9,普通定级,否,正常
0x0198ba9c936648815161b581363d6fc43e321de9,0xa8ef8c02b3f8db3268bcb9fa265da063582e55ec,普通定级,否,正常
0xa8ef8c02b3f8db3268bcb9fa265da063582e55ec,0xf2532a04b0f89dc65043259caf5fb83577efff31,普通定级,否,正常
0xf2532a04b0f89dc65043259caf5fb83577efff31,0x9b10f51330478867f55ce6dd7e6c0904233620ac,普通定级,否,正常
0x9b10f51330478867f55ce6dd7e6c0904233620ac,0x37c1a548197d27a7c8e9baca2e8e8604851bab87,普通定级,否,正常
0x37c1a548197d27a7c8e9baca2e8e8604851bab87,0x07810ccca3cdcf3e4a698c2818b0b1c444e63781,普通定级,否,正常
0x07810ccca3cdcf3e4a698c2818b0b1c444e63781,0x81e3a3951acd96434182b4e2510a7e4bdd62b85d,普通定级,否,正常
0x81e3a3951acd96434182b4e2510a7e4bdd62b85d,0x9db60adae4694f0c1d25234bb6f5ae50abb06707,普通定级,否,正常
0x9db60adae4694f0c1d25234bb6f5ae50abb06707,0x4338585fcd895d07109101d4440fb5b8c05e18a8,普通定级,否,正常
0xe1b62fb4c4203f83d0863c622246bdd275f9edf1,0xd55250d03172f3f6f4253dde0772107884958aa8,普通定级,否,正常
0xe9507994277f630f0163d4f7c08fc8c9474e238c,0x85bc1a59d9d04c385a1f3b72e32cbc82cc1a3ec4,普通定级,否,正常
0xd55250d03172f3f6f4253dde0772107884958aa8,0x0aadcb6467ee88222cd047f35fb40693505afe28,普通定级,否,正常
0x85bc1a59d9d04c385a1f3b72e32cbc82cc1a3ec4,0x530d42b49c18da3f5ab2b31225b82ef505ed5576,普通定级,否,正常
0x530d42b49c18da3f5ab2b31225b82ef505ed5576,0x65d4346e2f110497a4c918de076f3e865e4b5b77,普通定级,否,正常
0x65d4346e2f110497a4c918de076f3e865e4b5b77,0x4875357346ce83ced3d37d9fd3fbc24e87163592,普通定级,否,正常
0x4875357346ce83ced3d37d9fd3fbc24e87163592,0x75704d813d499547052c2b399b5f202f9c994ff2,普通定级,否,正常
0xfaf3975617d904a65eaab1b7c2b02f194fe72866,0xeb230fdbc60615b0d61315573946a1017a7634a6,普通定级,否,正常
0x75704d813d499547052c2b399b5f202f9c994ff2,0x23f3f95a5f017e3539cd0c5fb1a0d7a0346b921f,普通定级,否,正常
0xeb230fdbc60615b0d61315573946a1017a7634a6,0x0aadcb6467ee88222cd047f35fb40693505afe28,普通定级,否,正常
0x23f3f95a5f017e3539cd0c5fb1a0d7a0346b921f,0x1d6109b8b5fed23a11a4582a9baf1385e39e29af,普通定级,否,正常
0x0aadcb6467ee88222cd047f35fb40693505afe28,0xca0345fdb549ea79a77aefb62a08a29a6d13336d,普通定级,否,正常
0xedca14d4005ba95f0218ff5031ea3a0b3cf6f01f,0x3f09c868a0574dcaf94fce3ac28ee765ed1d37ad,普通定级,否,正常
0x1fc958eeda1ce603c6bca64e68b31199c2b0395d,0x3f09c868a0574dcaf94fce3ac28ee765ed1d37ad,普通定级,否,正常
0x14259636146bd7eb33a7bbfa7097ed9585e562a6,0xfe90bc9e1dd31b68d0989a8804fa6f8ea71bca28,普通定级,否,正常
0xa5ddfe90654264c2fee3edb856db6c5b1f8b83c5,0xfe90bc9e1dd31b68d0989a8804fa6f8ea71bca28,普通定级,否,正常
0x0bb763a6de4d1435224c61541f1e94f4057b20c2,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x9d3edb7fcb42f35c2157f1262ab7e8caf4135056,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x5511f0fb4d50a8c45d2025bdd5a79ccdc55250fd,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0xaf395a7ca88384a4b0aea4013c80e14383ef0cae,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x7782d4ea1b4665614d45742283357b651238b817,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x4549a512d9432833cb2d8bcdffad0b66d7a324e2,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x093cde1da42b7df2eca9c77d4edebe083c6292da,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0xe9fb70c1914e09dda1a8d9822e4e471603cc5b9a,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0xab61a5c426257125ac071f5293f3190d380e16a1,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0xd11f5066f5289e90c8c28d6e1f3ec90da35fe5b0,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x0787d6bcce30b53f833622dfb2eafdb3ccfd6af7,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0xf155e7d4766c8d958092003f7b80666fb74d947a,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x1e0124dba010ea0217de07aac3b48b89b577b45f,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0xea793c01d0de3671e3e1e2ca075cde1dd21b3b4a,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x92a4f630929e080c267659ef18af3ee7e029ba94,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x5e9a56b85b7031f3533d01e70631449f039757af,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x53275743805cdb4806f8165cd928171fc0ba13c1,0xb3aaacc3f89d69fcf7fd16b81a1cf6be399d4984,普通定级,否,正常
0xabed2417c25c40c779be8b97aa8e6f2321ddd825,0xb3aaacc3f89d69fcf7fd16b81a1cf6be399d4984,普通定级,否,正常
0xb0a952fd59a5f90a2d7942587898d9dacfede8ce,0xe0076901a83aeadb06c1c9e7f378ce585dd7dfc4,普通定级,否,正常
0x3f09c868a0574dcaf94fce3ac28ee765ed1d37ad,0xe0076901a83aeadb06c1c9e7f378ce585dd7dfc4,普通定级,否,正常
0x26666bd77c5d81dc360b0a774d48a84dde877c05,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0x0d7a2e4fc586698e5c4b6b68d21cc7c5410a17bd,0xc9cbb3b7d7c4ca3dbf0ca470da8b11dfc0419646,普通定级,否,正常
0xfe90bc9e1dd31b68d0989a8804fa6f8ea71bca28,0xb9bd42b4b503946029f6bfec603fd151d3045f60,普通定级,否,正常
0xb3aaacc3f89d69fcf7fd16b81a1cf6be399d4984,0xb9bd42b4b503946029f6bfec603fd151d3045f60,普通定级,否,正常
0xe0076901a83aeadb06c1c9e7f378ce585dd7dfc4,0x689775181f7863a66f229a4c5a47b19081059968,普通定级,否,正常
0xb9bd42b4b503946029f6bfec603fd151d3045f60,0x689775181f7863a66f229a4c5a47b19081059968,普通定级,否,正常
0x689775181f7863a66f229a4c5a47b19081059968,0x33382d9e76d9decf29337fb398939a4650653314,普通定级,否,正常
0x33382d9e76d9decf29337fb398939a4650653314,0x3d7aa033b5127b916b2f2150497446819138120b,普通定级,否,正常
0x3d7aa033b5127b916b2f2150497446819138120b,0xda1c037a71e1f174145c220fceb1517759536bb4,普通定级,否,正常
0xda1c037a71e1f174145c220fceb1517759536bb4,0x66226992f889233fd4636efd01217c1f70bc4c1c,普通定级,否,正常
0xd8ba7bdb248a86d12eb0db21da281aea815be838,0x66226992f889233fd4636efd01217c1f70bc4c1c,普通定级,否,正常
0xa5b4fe6e7ce0bbaafc835f4466ace2cb5c498419,0x66226992f889233fd4636efd01217c1f70bc4c1c,普通定级,否,正常
0x167ed0a96c7e92339484e8779696da4e69bd4dad,0x8bfa36c21378b071eca691c073aa920b845f548d,普通定级,是,正常
0xca0345fdb549ea79a77aefb62a08a29a6d13336d,0xc0ec931ad05c724f58c003903e4e5b47fbbdc62a,普通定级,是,正常
0xc0ec931ad05c724f58c003903e4e5b47fbbdc62a,0x5d5bac57a68cb3d6e1b0ab5343e3c63ba30bb5d8,普通定级,是,正常
0x5d5bac57a68cb3d6e1b0ab5343e3c63ba30bb5d8,0x2023a35a4453f9247cb4418eb9f11e479593e8c0,普通定级,是,正常
